,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,IN_TREINEIRO,TP_SEXO,TP_ESCOLA,TP_COR_RACA,SG_UF_PROVA
1673792,504.7,531.3,471.8,667.8,580.0,0,M,2,1,RS
718045,472.1,551.6,565.1,558.4,760.0,0,F,1,1,BA
2598146,,,,,,0,F,2,2,RJ
722368,,,,,,0,F,1,3,AL
3157896,589.3,572.8,583.4,430.2,760.0,0,F,2,2,MG
1260952,444.8,475.9,395.5,402.3,440.0,0,F,1,3,BA
1205789,454.8,472.8,508.7,599.5,860.0,1,F,1,1,AL
3274212,520.3,579.2,520.3,632.8,760.0,0,M,1,3,ES
851002,499.4,527.6,470.7,472.1,380.0,0,F,2,3,PI
1313186,,,,,,0,F,2,0,ES
1989975,433.3,440.7,394.2,383.7,300.0,0,M,1,3,PA
1694616,,,,,,0,M,1,1,SC
1773933,481.5,595.2,615.3,610.5,560.0,0,F,1,1,PE
568979,386.0,468.9,501.3,424.4,440.0,0,F,1,3,PA
3073999,505.4,544.3,542.7,591.6,720.0,1,F,1,1,MG
1535583,431.2,373.1,423.5,368.3,320.0,0,M,2,3,SP
1533967,662.2,728.0,652.6,837.0,880.0,0,F,1,1,GO
3242794,408.8,378.7,433.6,403.3,700.0,1,F,1,1,DF
101259,577.3,572.1,621.1,597.8,840.0,0,M,1,3,PE
2604090,,,,,,0,F,1,1,MG
201817,435.0,486.1,443.0,397.8,580.0,0,F,1,4,AP
2228295,,,,,,1,F,1,2,GO
1922548,447.0,492.9,488.8,542.4,760.0,0,F,1,3,RN
2747558,483.3,575.5,569.9,708.3,660.0,1,M,1,1,AL
2239642,461.7,447.8,477.5,468.0,560.0,1,F,1,1,SP
697162,537.3,399.4,357.0,389.9,500.0,0,F,1,3,PE
1336751,436.0,463.0,495.1,527.7,880.0,1,M,1,3,AL
3133458,,,,,,0,F,1,3,CE
2216737,429.5,522.1,521.9,435.0,320.0,0,F,1,3,GO
2333608,459.6,537.5,532.4,643.3,560.0,0,M,1,3,RJ
1289800,568.5,604.8,562.1,552.3,580.0,0,F,1,1,MA
34906,,489.7,500.2,,400.0,0,F,2,3,SP
23087,,,,,,0,M,1,3,RJ
872856,,,,,,0,M,1,2,BA
1940821,,,,,,0,F,1,4,SP
3130569,466.5,417.7,467.4,418.3,360.0,0,F,1,1,PE
1812561,447.1,524.9,387.9,394.7,540.0,0,F,1,3,MS
593461,539.7,612.6,538.1,703.3,920.0,0,M,1,3,AM
3279850,,,,,,0,F,1,1,BA
2641810,416.6,601.4,631.4,733.6,880.0,0,F,3,1,SP
1618926,644.1,690.3,599.9,759.6,920.0,0,F,1,2,AL
1720944,570.5,538.6,553.8,601.0,600.0,0,M,1,3,PR
2803509,465.0,500.1,555.3,656.9,580.0,0,M,2,3,CE
3033419,569.2,556.4,552.3,626.5,860.0,1,M,1,3,PI
1429595,560.3,660.4,627.5,777.6,820.0,0,M,2,3,PR
3444055,,,,,,0,F,1,1,MS
1762941,481.4,597.3,597.1,627.4,800.0,0,M,1,3,RN
1455916,714.2,680.2,617.8,848.5,620.0,0,M,1,1,SP
2004528,,528.3,413.9,,460.0,0,F,3,1,SP
3231790,542.6,561.4,596.4,442.1,620.0,0,M,1,3,CE
67790,,,,,,0,F,1,3,CE
1119596,,,,,,0,F,1,3,AC
1789956,530.3,618.1,622.7,540.3,640.0,0,F,2,1,RS
2741928,448.2,494.6,398.2,522.2,540.0,0,M,1,1,RJ
2477246,471.5,597.4,642.8,730.5,760.0,0,M,3,1,SP
2216877,601.9,522.7,360.8,515.9,780.0,0,M,1,2,MG
3078107,,,,,,0,F,1,3,MT
2622669,529.5,611.0,602.7,802.7,960.0,0,F,3,1,MG
56803,577.9,587.5,448.2,510.1,800.0,0,M,1,3,PA
2404623,558.4,643.7,596.6,705.7,780.0,0,F,1,1,RJ
613449,394.1,316.4,355.0,424.6,620.0,0,F,1,3,PI
1024194,,,,,,0,F,2,3,CE
850502,566.2,536.1,545.0,510.2,880.0,0,M,2,3,PE
3081824,,,,,,0,F,2,2,PA
3056059,516.7,595.2,623.4,570.9,860.0,1,F,1,1,AM
284977,,,,,,0,M,1,3,PE
2795919,,,,,,0,M,1,1,DF
2623440,417.3,516.1,558.9,611.9,740.0,1,M,1,1,BA
3432267,422.1,416.3,489.3,481.5,340.0,1,F,1,2,MG
540143,496.2,551.3,539.7,646.7,900.0,0,M,2,3,PB
236202,443.5,541.6,462.0,635.2,760.0,0,F,1,3,PI
402139,510.8,570.8,532.8,559.1,0.0,0,F,3,3,RJ
2441302,543.0,599.4,619.7,573.0,800.0,1,F,1,3,AM
86918,,,,,,0,F,1,3,RJ
3049553,409.0,426.5,375.5,399.8,540.0,0,M,1,2,PI
2391685,499.0,556.9,587.9,625.3,600.0,0,F,2,1,PE
493819,517.4,507.1,537.1,349.7,580.0,1,F,1,3,RJ
2285051,,,,,,0,F,1,3,PA
3409349,,,,,,0,M,1,1,RS
2654824,550.9,605.9,587.8,600.6,880.0,0,F,1,1,MS
2650388,,,,,,1,F,1,3,MT
3410728,468.1,515.8,506.0,618.7,600.0,0,M,2,3,MT
2806696,376.3,463.6,314.7,434.7,0.0,0,F,2,2,BA
2259570,413.3,483.3,421.9,367.8,400.0,1,F,1,1,SP
207030,540.1,532.0,585.9,487.5,640.0,0,F,2,3,RJ
818561,391.2,503.4,486.9,472.5,660.0,1,F,1,3,ES
1006376,401.5,558.4,527.3,527.7,560.0,0,F,2,3,RO
3083519,545.0,607.0,622.5,691.0,880.0,0,M,1,3,MG
2313221,576.4,657.5,641.2,548.4,760.0,0,F,1,3,ES
401137,439.2,492.6,482.7,442.7,600.0,0,M,2,3,CE
136539,,530.4,565.9,,520.0,0,M,1,1,SP
2550576,420.8,455.9,494.6,601.5,520.0,0,M,1,1,RS
1029336,423.5,451.5,492.8,413.5,760.0,0,F,1,1,PE
516788,441.7,527.7,527.7,368.7,800.0,0,F,3,1,SP
877534,540.0,551.1,528.7,572.8,740.0,0,F,1,3,PE
974439,486.8,516.2,402.8,372.5,500.0,0,F,2,1,PR
817107,,498.0,476.3,,440.0,0,F,1,2,RS
1893121,434.2,334.7,401.4,403.3,480.0,0,M,2,2,MG
2085688,399.6,534.9,459.5,398.7,820.0,0,F,2,0,RO
733012,530.9,568.3,568.6,540.8,800.0,1,F,1,3,PA
2790316,596.6,638.8,529.5,636.9,680.0,0,M,1,1,RJ
353875,486.3,565.3,535.3,487.5,560.0,0,F,2,1,RS
2980518,485.1,525.2,576.4,382.4,860.0,1,F,1,3,SC
934352,402.7,419.1,543.7,411.5,500.0,0,M,2,3,CE
338919,575.0,536.1,552.7,655.5,920.0,0,M,1,1,PB
2043716,540.2,512.6,497.1,454.7,600.0,0,M,1,2,MG
2385092,,,,,,0,F,2,1,CE
878518,,,,,,0,M,1,1,SP
2739897,548.2,,,474.9,,0,M,1,0,TO
3082571,603.0,665.4,621.1,711.0,680.0,1,F,1,1,SP
124366,512.1,520.6,523.3,454.9,540.0,0,F,1,3,MG
598384,437.2,446.6,369.5,477.0,460.0,0,M,2,1,PB
1914938,,,,,,0,F,1,1,CE
132355,376.9,521.3,488.8,419.0,540.0,0,F,1,3,AP
3001921,,,,,,0,M,1,3,AP
1408455,596.4,610.2,600.8,594.7,880.0,0,M,1,1,SE
1444787,538.5,563.3,587.6,650.6,820.0,0,F,3,1,RS
103596,,,,,,0,M,2,0,CE
2243095,444.9,486.6,456.5,617.7,680.0,0,M,2,1,PE
2541145,586.0,552.3,590.6,687.7,900.0,0,M,3,4,SP
1643769,590.0,527.8,538.6,581.4,580.0,0,M,2,1,SP
504460,423.1,464.2,534.3,459.5,520.0,0,F,1,1,SP
921452,,,,,,0,F,1,3,BA
3130182,,,,,,0,F,1,1,PE
1161221,509.0,620.7,622.0,458.1,760.0,0,F,1,3,CE
2526358,545.3,539.6,556.1,547.8,720.0,0,F,2,1,SC
1223809,475.8,516.8,533.0,415.4,540.0,0,F,1,3,PA
200212,548.1,483.0,475.9,725.4,860.0,0,F,1,1,RN
2337271,450.5,471.8,600.5,610.8,760.0,0,F,2,1,MG
554257,524.0,628.3,643.9,654.8,920.0,0,F,3,1,RJ
196479,531.3,469.8,469.1,499.6,620.0,0,M,1,3,PI
1496688,455.5,473.3,397.0,399.0,460.0,0,F,2,3,MG
1968846,671.0,642.2,595.4,847.3,900.0,1,M,1,1,RJ
2690462,389.3,424.0,422.8,516.3,620.0,0,M,2,1,PE
1473237,,,,,,0,M,2,2,MG
1370720,399.6,393.8,322.2,429.3,0.0,0,F,2,3,MA
1309825,667.3,627.4,633.9,806.8,880.0,0,F,1,1,TO
508626,,,,,,0,F,1,1,SP
2104745,414.0,518.1,524.5,626.1,820.0,1,F,1,1,PI
574555,625.3,559.9,616.1,523.8,660.0,0,F,2,1,PR
1255576,464.2,545.8,551.2,438.0,640.0,1,F,1,3,GO
795006,517.2,482.5,573.0,445.6,560.0,0,F,1,3,MG
3442313,,,,,,0,M,1,2,PE
300543,,,,,,0,F,2,1,SP
2492088,502.1,564.5,439.2,586.2,380.0,0,F,1,3,TO
3250774,619.5,666.1,624.5,717.9,860.0,0,M,3,1,RJ
2689430,384.8,512.4,570.5,382.7,680.0,0,F,2,0,SC
3302242,,,,,,0,M,1,1,AM
1422978,504.3,498.3,564.7,632.3,640.0,0,M,1,3,RS
1243054,480.4,560.3,514.8,528.3,820.0,0,F,2,1,RJ
1660792,,,,,,0,F,2,3,MA
2962386,453.7,560.2,490.2,531.3,640.0,0,M,1,3,BA
476465,696.2,671.1,649.6,892.1,940.0,0,M,1,1,SC
1293404,529.2,495.0,577.9,578.3,700.0,0,M,1,3,AM
1932812,594.3,639.8,602.9,784.8,880.0,0,F,1,1,MG
2827622,,,,,,0,M,1,2,SP
856059,,,,,,0,F,1,3,CE
1816598,,,,,,1,M,1,1,RS
81972,385.2,428.8,428.5,474.1,720.0,0,M,1,4,AM
257498,375.6,444.3,375.0,500.1,340.0,0,F,1,3,PI
1615391,524.9,510.3,492.8,438.4,460.0,0,F,3,1,RJ
1221608,466.8,502.2,512.5,485.4,840.0,0,M,3,1,PE
1922527,515.3,447.2,469.1,601.9,460.0,0,M,1,4,RN
2650876,506.4,519.0,486.2,444.6,800.0,1,F,1,1,RO
224375,532.1,445.6,462.3,561.7,460.0,0,F,2,3,MT
1000337,432.0,389.6,415.4,444.2,460.0,0,M,2,3,GO
322071,,,,,,0,F,1,3,MA
334533,386.7,495.3,533.3,439.9,660.0,0,F,2,5,AP
2817583,467.9,527.7,478.9,460.7,540.0,1,F,1,2,BA
2652975,438.2,555.9,560.6,502.6,520.0,0,F,2,2,MG
318475,,,,,,0,F,1,3,RS
1267507,464.5,557.1,576.4,424.3,620.0,0,F,1,1,MG
2029092,565.6,662.5,657.7,674.9,840.0,0,F,1,1,RJ
1259535,,508.5,464.0,,720.0,0,M,2,3,CE
1954224,,,,,,0,M,1,3,ES
643656,,577.8,573.1,,500.0,1,F,1,3,PA
1629168,410.5,551.8,511.3,558.5,480.0,1,F,1,3,PE
194766,,,,,,0,F,1,3,PA
1367317,,,,,,0,F,2,1,SC
1564688,474.7,515.8,467.0,417.0,840.0,0,F,2,1,MA
3311790,457.3,525.0,535.3,521.8,480.0,0,M,2,2,RJ
501556,472.5,599.4,647.3,590.0,680.0,0,F,2,3,TO
234966,,,,,,0,F,1,4,PA
1671864,565.7,593.0,589.7,574.6,900.0,1,M,1,1,RN
1556644,620.0,565.2,555.4,576.5,720.0,0,F,1,1,PE
2101390,558.6,538.5,575.7,606.4,780.0,0,F,1,3,BA
868970,,,,,,0,F,2,3,PA
3099083,,,,,,0,M,1,2,MG
742603,571.7,642.2,620.7,720.1,720.0,1,F,1,1,PR
2054905,442.1,550.8,607.8,486.9,780.0,1,F,1,1,SP
1503265,448.0,546.2,524.9,622.8,840.0,0,F,2,3,RN
1075277,422.3,423.6,344.6,367.0,580.0,0,F,1,1,PB
1875856,,,,,,1,F,1,1,MA
3290849,624.0,372.4,580.7,814.3,680.0,0,M,1,1,CE
1927979,693.1,650.6,650.3,820.5,960.0,0,M,1,1,MG
1695750,,,,,,0,F,1,1,MG
3266557,484.4,558.1,462.9,387.6,540.0,1,F,1,3,DF
2378877,457.4,516.5,536.2,467.4,480.0,0,F,1,3,RO
2730186,,,,,,0,M,1,1,PR
1323515,565.3,468.3,491.7,631.6,760.0,0,F,2,0,GO
1428215,550.5,554.5,616.8,548.4,600.0,0,F,1,1,MG
2820486,389.1,554.2,575.0,512.5,800.0,0,F,3,1,BA
807983,504.2,551.6,618.3,566.6,800.0,0,F,2,2,SP
1739207,408.3,557.0,593.8,469.3,680.0,0,F,1,2,GO
3078502,448.0,593.4,559.5,435.3,600.0,0,M,1,2,PA
318081,458.7,555.5,530.4,590.8,780.0,0,F,2,2,TO
3280395,419.4,479.8,464.2,392.4,600.0,0,F,1,2,MA
2877172,,,,,,0,M,1,3,RJ
1796038,574.6,586.2,534.2,741.9,360.0,0,F,2,3,MG
1120199,,,,,,0,F,1,3,BA
231875,459.6,462.8,449.5,504.4,520.0,0,F,1,3,RJ
2398710,515.7,540.8,497.3,542.9,480.0,0,F,1,1,SP
2217335,470.0,527.2,517.2,581.1,600.0,0,M,2,3,SE
937916,417.5,454.0,318.3,498.8,360.0,0,F,1,3,MA
2109512,388.5,473.8,520.9,462.5,660.0,1,M,1,3,CE
1391179,425.7,521.2,509.6,523.0,0.0,0,M,2,3,PR
1633004,760.4,726.3,643.6,917.7,920.0,0,M,1,1,RJ
1536033,,,,,,0,M,2,3,MA
607134,507.6,530.8,527.3,506.7,680.0,0,F,2,1,SC
2130314,,537.6,512.7,,720.0,1,M,1,1,RJ
1565580,,,,,,0,F,2,2,GO
1536373,573.7,574.4,570.6,619.1,600.0,0,M,1,1,PE
3050071,472.5,430.8,438.0,445.2,800.0,0,F,1,2,GO
2114570,463.3,495.1,450.6,493.6,900.0,0,F,1,3,PI
2985226,,,,,,0,M,2,3,SP
3250487,489.5,551.6,574.1,510.7,640.0,0,F,3,1,MG
1654165,,,,,,0,M,2,3,CE
2883672,428.9,496.1,557.6,362.0,740.0,0,F,2,3,RN
1593643,542.2,457.0,535.7,601.9,560.0,0,F,2,1,RS
1319658,533.0,445.5,572.0,715.2,680.0,0,M,2,1,SP
2754444,,,,,,0,F,1,2,RS
1381488,,,,,,0,M,2,3,SP
1642768,474.8,322.7,392.3,485.0,0.0,0,M,2,3,PE
2472232,554.2,614.0,611.7,754.7,780.0,0,M,3,1,SC
2626749,415.3,526.1,502.6,403.6,560.0,0,F,1,2,ES
1543759,518.4,496.5,459.7,506.6,580.0,0,M,1,3,PA
1894762,,490.2,424.4,,600.0,0,F,2,1,PA
142767,411.8,473.6,500.5,502.3,560.0,0,F,1,0,RS
1358455,548.5,577.0,571.6,632.3,580.0,0,M,1,5,RO
3388010,552.5,563.1,542.6,475.9,660.0,0,F,1,2,SP
1119310,441.5,367.9,456.9,417.2,580.0,0,F,1,1,PE
1206840,,,,,,0,F,1,2,BA
1004601,530.3,604.8,651.1,651.1,900.0,0,F,1,1,RJ
2882543,526.4,558.4,541.4,635.1,700.0,0,F,3,1,SP
854336,,,,,,0,F,1,0,PI
2045657,,,,,,0,F,2,1,SP
1366827,418.8,594.9,560.6,544.5,900.0,0,F,1,3,AM
1175706,537.2,587.5,534.9,639.9,900.0,0,M,1,2,SP
3167282,440.6,523.3,630.3,374.8,540.0,0,M,1,1,RJ
124151,519.0,482.9,481.3,372.5,540.0,0,F,1,2,RN
3457297,543.4,680.6,611.0,440.9,720.0,0,F,1,3,PA
2730337,440.8,495.8,441.4,600.1,700.0,0,M,2,2,PE
980459,478.6,478.5,477.3,421.0,460.0,0,F,2,1,MT
2945076,499.5,415.1,525.2,635.8,720.0,1,M,1,1,SP
3461757,,,,,,0,M,1,2,PE
1202868,421.5,503.0,477.3,532.4,560.0,1,F,1,1,BA
1513189,710.8,689.9,647.9,783.6,980.0,0,M,1,1,RN
587683,409.6,506.9,521.3,513.9,680.0,0,F,2,1,RN
2834924,,,,,,0,F,1,2,PE
588255,522.6,589.4,597.2,639.2,540.0,0,M,1,1,PR
3288778,,404.0,409.4,,520.0,1,M,1,1,SC
2301073,,,,,,0,F,2,0,RJ
334263,,,,,,0,F,1,1,BA
1027810,591.8,579.9,520.3,538.2,760.0,0,F,1,1,SC
926282,488.2,496.4,408.4,394.5,280.0,0,F,2,3,CE
3422251,,,,,,0,F,1,2,PA
673282,562.2,516.7,408.2,528.4,800.0,0,F,1,1,PR
1172824,421.2,456.4,456.1,417.2,640.0,0,F,2,3,GO
834807,468.4,420.1,426.9,405.4,500.0,0,F,2,1,PR
1327493,401.4,380.5,407.9,363.0,0.0,0,F,2,3,PA
3441141,,,,,,0,F,1,1,RS
1205517,401.6,387.9,403.0,449.7,460.0,1,M,1,1,MT
2383297,499.7,454.2,482.6,492.0,500.0,0,M,2,2,PB
104892,541.2,605.7,567.8,639.3,740.0,0,F,2,3,SP
2845702,435.6,455.6,531.7,393.3,520.0,0,F,1,3,SP
2632264,448.6,543.6,482.4,571.0,840.0,1,M,1,3,GO
2908765,504.4,408.6,426.6,469.0,420.0,0,M,2,2,SP
2212988,384.8,509.9,500.3,455.2,600.0,1,F,1,1,GO
649681,457.8,547.0,540.7,537.6,720.0,0,F,2,3,RS
171006,451.1,605.6,595.9,639.8,700.0,0,F,1,3,PE
3284947,412.7,408.1,379.2,423.8,540.0,0,F,2,2,AL
1993003,689.1,690.2,641.1,761.4,920.0,0,M,1,1,MA
2164816,423.3,532.0,567.6,664.5,380.0,0,M,2,1,SP
3351684,580.9,615.4,627.1,692.3,640.0,0,M,2,1,PR
1418398,470.5,477.3,393.7,426.3,540.0,0,F,2,1,PE
2574359,,,,,,0,M,2,3,PE
3039251,496.5,534.1,605.5,565.9,560.0,1,M,1,1,RJ
2087755,422.0,495.6,367.9,380.7,0.0,1,M,1,1,MA
3001696,489.5,534.4,424.4,558.8,480.0,0,M,1,3,PE
887157,478.7,523.0,502.2,534.1,620.0,0,F,2,3,MG
2930936,,,,,,1,F,1,1,SE
2150308,404.2,401.9,410.1,360.1,500.0,0,M,2,3,SE
2293313,,,,,,0,M,1,3,ES
1423629,412.7,420.2,545.3,373.2,600.0,0,F,1,3,SE
2481778,,,,,,1,F,1,3,MG
1520554,374.4,479.6,512.9,558.9,520.0,0,F,2,3,GO
2644479,,,,,,0,F,2,1,SP
1402314,,,,,,0,M,2,2,MA
2559031,,,,,,0,F,1,1,SP
290075,484.1,531.1,550.2,587.1,860.0,0,F,1,3,DF
3230733,518.3,565.1,597.5,484.6,760.0,1,F,1,1,SP
3472533,,,,,,0,F,1,1,SP
1570556,463.9,537.8,476.0,400.3,480.0,0,M,2,1,SP
699748,,,,,,0,F,1,1,SP
3404492,,,,,,0,M,2,1,SC
1380188,,400.3,509.9,,560.0,0,F,1,3,AP
1960607,478.5,501.0,488.6,538.7,620.0,1,M,1,1,GO
1058623,,,,,,0,F,1,1,PR
2563843,,,,,,0,M,1,1,SP
26508,527.5,464.5,479.0,459.6,440.0,0,F,1,1,SP
2472196,473.0,562.0,525.2,643.8,680.0,0,F,1,1,PE
283454,,,,,,0,F,2,1,SP
2265864,,,,,,0,F,2,3,SP
2577025,,,,,,0,F,1,2,PA
1610592,,,,,,0,M,1,3,SP
1110329,,,,,,0,F,1,3,PA
87658,487.5,535.8,605.4,445.3,600.0,0,M,1,1,BA
1569975,502.4,410.0,319.2,509.3,680.0,0,M,2,3,PR
2795569,573.5,622.8,585.5,683.8,840.0,0,F,3,1,PR
3278583,489.8,471.4,571.7,613.4,680.0,0,M,1,1,AP
3352933,466.5,558.4,532.7,582.4,660.0,1,F,1,2,MG
452962,406.7,558.8,429.3,495.2,560.0,0,F,1,3,RS
1384352,,,,,,0,F,2,2,RJ
1348612,467.5,482.2,444.5,415.0,520.0,0,M,2,3,PA
1609008,459.3,373.6,333.9,398.2,0.0,0,M,2,3,AM
1500544,,,,,,0,M,2,3,AM
331238,,,,,,0,F,1,3,RJ
1733368,440.9,474.2,356.4,438.5,760.0,1,F,1,2,BA
458251,469.4,486.3,534.3,563.5,540.0,0,M,2,3,MG
1114695,553.6,497.5,564.2,521.4,820.0,0,F,2,1,SC
2224433,475.2,556.3,476.1,581.2,660.0,0,M,1,1,SP
1819074,,,,,,0,M,1,2,SP
1045608,,,,,,0,F,1,0,PE
577072,434.1,536.1,540.5,538.2,720.0,0,F,1,1,SP
381584,610.8,684.9,612.0,717.2,860.0,0,F,2,3,GO
711673,434.3,596.3,600.3,602.5,700.0,0,F,1,1,PR
2872138,,482.9,506.2,,360.0,0,F,1,1,SP
1040469,448.0,486.4,520.9,620.1,380.0,0,F,1,3,SE
2392677,406.6,450.7,404.0,352.2,600.0,0,F,1,2,PB
2214156,,,,,,0,F,2,2,SP
2529832,538.4,601.6,599.5,661.8,600.0,1,M,1,1,RJ
1583154,,,,,,0,M,2,0,PE
2576476,,,,,,0,M,2,3,BA
1347446,405.6,498.8,456.5,432.1,680.0,0,F,1,3,PI
2784011,,,,,,0,F,1,3,GO
2444367,,,,,,0,M,2,3,AL
2609335,420.2,552.2,479.2,468.4,700.0,0,F,2,1,MG
661580,495.2,482.5,437.8,405.1,920.0,1,M,1,3,PI
1241085,458.2,474.9,420.7,413.4,720.0,1,F,1,1,SP
3245459,,,,,,0,M,1,3,PE
922754,578.6,490.5,492.0,408.8,520.0,0,F,1,2,MG
2218535,,,,,,0,F,3,1,MA
1422920,,,,,,0,F,2,1,SC
516149,567.0,607.7,515.6,548.5,700.0,0,F,1,3,BA
3013454,,,,,,0,M,1,2,SP
1347103,520.8,544.1,602.4,652.6,920.0,0,F,2,2,MG
3010672,434.1,529.9,554.0,448.3,520.0,1,F,1,2,SP
1589235,410.7,425.3,492.9,369.0,480.0,0,F,1,3,TO
1590612,487.0,616.9,578.5,486.3,820.0,0,F,1,2,PI
1225082,,,,,,0,F,1,3,MA
2979656,579.8,648.3,575.4,746.6,760.0,0,M,3,1,CE
1833344,,637.3,555.3,,800.0,0,F,1,3,MT
404004,385.2,436.4,480.6,354.1,540.0,0,F,1,1,PR
1960314,507.2,621.6,587.1,449.6,640.0,0,M,2,1,RS
3051909,567.8,528.8,477.6,419.9,0.0,0,M,2,1,SP
2339703,560.4,559.4,524.4,488.8,680.0,0,M,2,1,SC
897685,531.4,606.1,547.0,671.6,900.0,0,F,3,3,PI
2195463,674.1,660.8,591.8,767.4,900.0,0,M,1,0,PI
1228909,512.9,655.3,575.7,435.3,940.0,0,F,1,3,SE
1062319,,,,,,0,F,1,3,MG
3183970,,,,,,0,M,1,3,AM
2775228,507.7,579.1,544.7,595.7,820.0,1,F,1,1,RJ
1782425,475.2,500.0,489.1,401.6,600.0,0,M,2,3,PR
939614,519.8,621.4,540.4,622.8,740.0,0,M,1,3,ES
2356522,588.5,548.2,514.4,640.1,540.0,1,M,1,1,CE
2583681,521.6,600.8,576.8,512.1,580.0,0,F,1,1,RS
3208385,610.0,601.9,601.3,516.7,740.0,1,F,1,1,SP
1278182,397.1,524.1,530.3,687.7,620.0,0,F,1,1,RJ
3287515,501.9,624.1,573.9,528.8,520.0,0,M,1,2,SP
132577,497.5,518.0,603.9,605.9,720.0,0,F,2,3,GO
2036311,592.4,440.9,515.7,605.3,580.0,0,M,1,3,MS
3032534,459.7,342.9,407.0,368.2,580.0,0,F,1,1,AL
1950217,636.2,609.7,599.2,568.2,640.0,1,F,1,2,AM
1415228,,,,,,0,F,1,1,RN
1184842,505.4,510.8,495.6,465.3,700.0,1,F,1,3,PE
626104,453.4,559.0,566.8,661.8,760.0,0,M,1,2,PE
2741627,433.6,456.6,313.7,460.4,520.0,0,M,2,1,RS
2861607,599.7,615.4,602.1,725.7,540.0,0,M,1,3,BA
367265,459.3,502.8,454.5,522.7,500.0,0,F,2,3,RJ
3226559,,,,,,0,M,2,3,BA
2958203,392.6,514.2,467.9,393.3,560.0,0,M,2,3,PI
1868949,534.5,587.1,506.7,619.9,560.0,1,M,1,1,PR
627843,549.7,442.9,547.7,593.1,880.0,0,F,2,1,GO
512991,,,,,,0,F,2,3,BA
2803814,512.3,427.2,369.8,464.1,400.0,0,F,1,2,AP
3415413,,,,,,0,F,1,3,GO
1303345,435.5,475.0,456.2,436.6,560.0,0,F,2,1,PB
398,,,,,,0,F,1,1,MG
850228,575.7,521.1,528.6,596.5,480.0,0,M,1,1,SC
1756680,,,,,,0,M,1,3,AL
670881,436.8,492.5,449.9,492.3,640.0,0,F,2,3,PI
1252575,,,,,,0,F,1,1,RO
1526075,,,,,,0,F,2,3,PR
1247457,430.3,512.7,462.9,452.1,640.0,0,F,2,1,SP
694447,427.7,500.2,532.0,526.2,740.0,1,F,1,5,CE
2976627,494.9,369.2,439.8,405.3,620.0,0,F,2,3,BA
2692562,496.9,538.0,473.0,336.8,340.0,0,F,1,2,ES
1217533,504.0,626.3,583.6,603.0,660.0,1,F,1,3,PA
2194190,,,,,,0,F,1,1,RS
1764512,682.8,693.7,641.0,863.8,820.0,0,F,1,1,RS
558092,528.0,475.4,442.1,501.7,600.0,0,M,1,3,SE
726572,496.1,613.7,578.3,643.4,840.0,0,F,3,1,SP
370164,,,,,,0,F,2,3,PR
3090126,621.0,593.7,569.6,662.3,840.0,0,F,1,1,SP
1259508,504.9,612.1,574.8,552.0,900.0,0,F,2,1,GO
673198,566.7,601.7,591.1,526.6,780.0,0,F,1,1,PB
287551,486.4,485.8,539.3,431.4,900.0,0,F,1,1,RS
1007732,,,,,,1,M,1,2,BA
2954950,463.5,380.4,381.4,510.9,580.0,0,F,2,3,RN
1271253,484.7,533.9,566.0,573.2,720.0,0,M,1,1,PB
470452,,,,,,0,F,1,3,CE
2750643,459.1,419.2,518.4,712.5,640.0,0,M,3,1,SC
1145616,426.6,478.5,428.4,443.5,460.0,0,F,2,1,MA
2248361,541.7,541.2,538.1,481.7,460.0,0,F,1,1,MG
254633,420.0,455.5,470.8,495.2,600.0,0,M,1,3,PA
3463119,,,,,,0,F,1,3,PA
246568,573.7,442.8,534.4,450.9,740.0,0,M,1,3,AM
3316389,,,,,,0,M,2,3,PE
92617,457.3,409.3,387.9,342.0,380.0,0,F,1,3,MG
3148583,,,,,,1,M,1,1,MT
2008111,,,,,,0,F,2,3,GO
2028577,,453.0,370.3,,440.0,0,F,1,3,MA
230419,,,,,,0,F,1,3,PE
2686611,495.6,545.8,598.3,477.4,640.0,0,F,1,3,CE
3415916,,,,,,0,F,1,3,SE
1451776,,,,,,0,F,2,3,PE
1846157,425.2,511.0,538.8,580.5,340.0,1,F,1,1,SP
3015202,,,,,,1,F,1,3,PA
309205,,,,,,0,M,2,1,SP
2316424,405.2,543.5,540.7,468.5,940.0,0,F,3,1,CE
350514,461.9,438.8,468.8,441.8,0.0,0,F,1,4,PA
483021,584.2,579.1,612.1,423.9,800.0,0,M,1,3,PB
1734021,631.6,613.3,616.5,657.8,900.0,1,M,1,3,CE
1548353,,,,,,0,F,2,2,SP
2683716,440.5,530.1,546.8,538.2,660.0,0,F,1,1,RS
2080964,,,,,,0,M,1,3,MG
2076667,,,,,,0,M,2,3,PE
1196034,552.9,523.6,569.1,664.7,900.0,0,F,3,1,RJ
3396712,,,,,,0,F,1,2,SP
1725310,,511.2,588.3,,560.0,0,F,1,3,AL
574401,494.2,569.8,531.7,404.9,660.0,0,M,1,3,PE
1292860,410.7,455.2,478.5,596.2,520.0,0,F,1,3,PE
2311420,696.3,753.0,628.3,761.8,760.0,0,M,1,1,RS
2787929,568.5,646.8,617.0,636.9,860.0,0,F,2,1,RS
1796850,567.7,601.6,540.5,710.1,900.0,0,M,2,3,MG
243550,533.6,597.7,573.9,574.2,600.0,0,M,2,3,AM
