,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,IN_TREINEIRO,TP_SEXO,TP_ESCOLA,TP_COR_RACA,SG_UF_PROVA
2371559,496.9,538.4,587.4,441.0,620.0,0,M,1,1,PE
1626753,492.9,562.7,427.9,655.7,700.0,0,M,1,3,ES
2934507,,,,,,0,F,1,1,PR
1652796,409.8,397.2,385.9,367.8,340.0,1,F,1,1,PE
1888571,674.7,656.5,590.1,795.0,800.0,0,M,1,3,PE
2930166,,,,,,0,F,1,1,SP
2996007,520.3,549.4,563.7,704.0,760.0,1,M,1,3,MG
1938681,,,,,,0,F,1,1,RS
1490447,676.0,647.8,665.0,845.9,820.0,0,M,3,1,RS
3379185,424.7,452.7,495.1,413.3,500.0,1,F,1,3,PR
902961,492.2,585.2,571.3,569.0,820.0,0,M,3,1,SP
232285,593.8,619.7,636.2,675.7,920.0,0,F,1,1,ES
1302946,398.7,482.1,549.2,389.6,660.0,0,F,2,3,GO
1130661,426.8,479.3,498.3,536.4,620.0,0,M,3,1,MG
2750784,,,,,,0,F,1,2,SP
2991014,,,,,,0,F,1,1,MG
2336483,424.3,469.7,497.3,405.8,640.0,0,F,1,3,BA
1401970,,,,,,0,M,2,3,CE
22000,,,,,,0,F,1,3,BA
2345,,402.3,404.6,,520.0,0,F,2,3,PA
917523,,463.9,443.7,,480.0,0,M,2,3,CE
2203608,422.3,469.2,403.8,404.5,600.0,1,F,1,3,CE
10207,502.6,559.7,615.9,475.1,920.0,0,F,1,3,PB
1845244,,,,,,0,F,1,3,RJ
236022,561.0,579.4,480.1,389.9,640.0,0,M,3,1,SP
223053,491.5,463.4,549.6,546.6,400.0,0,F,1,3,BA
1515378,491.2,390.6,438.2,593.1,600.0,1,F,1,2,PR
3137782,,,,,,0,F,1,1,MA
372050,425.2,467.1,408.7,404.6,0.0,0,F,2,3,CE
3311040,439.3,531.3,579.5,714.5,440.0,0,M,1,2,SP
2378920,453.5,540.0,586.3,528.2,720.0,0,M,1,1,SP
1525469,,,,,,0,M,2,1,SP
2387102,,,,,,0,M,2,1,GO
2776526,,,,,,0,F,2,2,PR
2328802,453.0,535.0,564.6,447.2,500.0,0,F,2,3,SC
3319688,560.5,608.0,567.0,631.8,620.0,0,F,3,1,GO
1507543,533.7,572.9,542.0,649.2,640.0,0,M,2,1,GO
1590875,,,,,,0,M,2,2,SP
1302329,458.3,513.6,577.4,565.9,760.0,1,F,1,1,RJ
2676162,631.0,658.5,600.1,748.7,880.0,0,F,3,1,SP
957035,,510.4,475.1,,460.0,0,M,1,2,PA
2084597,380.1,503.0,435.6,495.5,420.0,0,F,2,3,PI
1241333,505.2,545.4,598.5,516.4,700.0,1,F,1,1,DF
3334610,,,,,,0,F,1,2,PR
733359,526.8,538.3,579.2,629.6,620.0,0,M,3,2,MG
608005,472.2,498.4,497.9,557.8,620.0,0,F,2,3,RJ
2947923,,,,,,0,M,2,3,SP
111411,452.8,330.9,432.5,373.4,620.0,0,F,1,4,PB
2512058,542.9,585.3,584.3,749.7,860.0,0,M,3,1,RS
1099435,575.2,589.9,582.8,549.9,740.0,0,M,2,3,CE
476343,402.7,478.3,459.0,416.6,520.0,0,F,2,3,RJ
306525,513.6,566.8,563.8,565.0,0.0,0,M,1,3,PE
2925643,472.7,,,389.9,,1,F,1,3,PR
2801540,,529.1,549.9,,0.0,1,M,1,1,AM
205095,514.0,523.6,437.2,447.6,620.0,0,F,2,3,CE
1474427,,,,,,0,F,1,1,RR
488426,607.7,612.3,578.1,604.4,800.0,1,M,1,3,PA
1779225,611.0,619.5,582.9,695.9,800.0,0,F,3,1,SP
1549558,621.0,643.0,520.4,632.7,940.0,0,M,1,1,CE
1749770,438.5,500.7,414.1,401.8,360.0,0,F,1,3,PE
1169996,399.4,465.2,569.4,475.6,580.0,0,M,2,2,BA
973014,446.0,332.5,418.5,371.9,520.0,0,F,2,2,PR
998540,531.0,497.7,548.9,486.1,600.0,0,F,1,2,MA
3385485,573.6,533.6,517.1,651.5,680.0,0,M,3,3,SP
1403330,,,,,,0,F,1,2,BA
1057864,,,,,,0,M,1,1,SP
891092,407.8,436.3,337.9,409.8,820.0,0,M,1,0,MG
2820999,498.7,595.8,546.2,563.8,480.0,0,F,2,2,SP
3003342,395.2,373.3,479.0,470.5,500.0,0,F,1,3,MG
3441254,438.6,500.2,508.4,547.2,600.0,0,M,1,1,PE
2141853,,,,,,0,M,2,3,AM
2139807,605.1,633.3,680.5,829.5,900.0,1,M,1,1,SC
88329,472.8,537.3,522.3,642.0,820.0,0,F,1,1,MS
2878744,550.6,493.8,556.0,589.5,580.0,0,M,2,1,SP
2268984,,,,,,0,F,2,4,BA
2342960,,,,,,0,F,2,3,GO
332381,469.4,497.5,548.2,623.9,640.0,0,M,2,2,DF
3425234,517.7,526.8,538.5,598.3,880.0,0,F,1,1,SE
2034341,501.9,569.4,642.5,680.8,760.0,1,F,1,1,BA
511979,489.3,580.1,594.2,513.6,600.0,0,F,1,3,SP
1785544,,,,,,0,F,1,1,PA
1792399,391.2,519.1,481.5,600.4,320.0,0,F,3,1,SP
1696339,462.3,500.3,460.8,362.6,0.0,0,F,1,2,PB
175251,438.5,495.7,526.1,498.0,360.0,0,F,2,3,CE
19732,,,,,,0,M,2,3,SP
3083828,464.5,526.9,546.8,386.5,740.0,1,F,1,1,CE
2999661,,516.1,490.7,,600.0,0,F,1,0,SP
2278409,,,,,,0,M,1,4,GO
2109252,403.0,355.4,445.5,391.1,640.0,0,F,2,3,RJ
2145051,465.2,559.5,595.8,487.6,700.0,1,M,1,1,PR
2755424,579.6,554.8,422.0,487.1,780.0,1,M,1,3,PR
229589,,,,,,0,F,1,2,RJ
1861807,434.7,467.0,466.8,481.5,660.0,1,F,1,3,PA
343969,,,,,,0,F,1,3,PA
3012411,571.1,579.3,589.9,684.5,720.0,0,M,1,3,MA
1800707,421.0,582.2,573.0,668.2,720.0,0,F,1,1,PE
1504737,494.0,586.3,536.0,541.8,600.0,0,F,2,1,PR
776416,437.4,455.8,446.6,414.5,440.0,0,M,1,2,RJ
2073029,497.0,520.4,464.8,594.6,860.0,0,F,2,1,MG
2229799,396.3,526.9,573.3,370.7,340.0,0,F,2,1,SP
1066103,517.1,538.6,544.6,506.8,700.0,0,M,2,3,RJ
1288658,,,,,,0,F,1,2,PA
1778623,448.1,476.6,504.6,495.8,720.0,0,F,2,1,CE
2331272,494.7,515.9,544.8,469.9,600.0,0,M,1,3,SP
757829,422.5,540.4,557.0,405.8,600.0,0,F,2,1,PA
203393,486.5,549.4,601.0,515.9,900.0,0,F,1,1,SP
2605686,,,,,,0,F,2,1,AM
1603833,,403.0,355.9,,620.0,0,M,2,3,CE
3167987,495.3,554.5,532.9,673.0,680.0,0,F,1,3,RJ
1710761,439.3,400.5,446.9,474.1,500.0,0,F,1,2,RS
1038348,,,,,,0,F,1,3,RN
3063953,551.5,577.0,603.6,592.9,880.0,1,F,1,1,SP
461936,546.5,601.0,571.7,416.5,640.0,0,F,1,1,PR
1222924,495.1,546.3,517.3,382.5,580.0,0,M,1,3,BA
2979138,,,,,,1,F,1,1,SP
278449,425.4,480.5,468.5,395.5,580.0,0,F,1,4,PB
1257332,,,,,,0,F,1,3,PI
2625415,,,,,,0,F,1,3,SP
55045,421.5,505.1,545.1,630.8,800.0,0,F,1,1,CE
2810148,,,,,,0,F,1,3,MG
2916266,379.7,542.1,431.6,378.8,340.0,0,F,2,3,PA
3303642,501.0,457.6,442.0,418.6,600.0,1,M,1,3,SE
2409532,468.7,635.1,573.1,649.8,660.0,0,F,2,1,RJ
373902,447.7,375.9,436.4,467.2,560.0,0,M,2,3,CE
631865,420.9,491.4,528.4,537.7,680.0,0,F,2,3,PB
2709663,524.5,604.0,580.6,581.9,660.0,1,F,1,1,RJ
992941,,,,,,0,M,1,2,AC
2906234,500.3,548.1,564.1,775.5,740.0,0,F,3,1,SC
155196,536.7,557.2,507.3,603.9,900.0,0,M,2,1,CE
1177793,414.6,487.3,470.5,432.8,580.0,0,F,2,0,CE
837055,481.8,527.8,537.5,510.4,560.0,0,F,1,1,RS
864840,,,,,,0,M,1,2,BA
2043975,462.8,358.3,378.2,460.3,600.0,0,F,2,5,CE
368417,521.0,538.8,580.0,573.3,740.0,0,F,2,3,PE
582841,,,,,,0,F,1,3,BA
2523652,,,,,,0,M,2,3,SP
3032675,389.7,458.7,447.1,435.2,560.0,1,F,1,1,GO
1684282,458.7,476.2,439.6,512.3,640.0,0,F,1,1,PE
2365553,458.6,435.1,475.7,603.6,600.0,0,F,3,1,SP
1223184,,,,,,0,M,1,3,PE
1205084,506.2,558.8,569.5,609.3,900.0,0,F,1,1,PE
3178540,,,,,,1,M,1,1,RJ
3312302,442.8,407.1,450.5,631.6,540.0,0,M,2,1,TO
2963802,701.0,679.0,646.0,838.6,880.0,0,F,1,1,MG
2636667,525.8,624.8,602.1,664.3,940.0,0,M,1,1,SP
1130845,519.2,603.1,554.1,381.8,900.0,0,F,1,3,PA
240635,506.7,558.7,542.6,684.5,820.0,0,F,2,3,PI
1270662,496.3,579.9,581.4,505.5,820.0,0,F,2,1,GO
2762733,480.3,425.3,520.5,467.0,780.0,0,F,2,1,SP
1303021,445.7,543.7,565.3,606.2,580.0,1,F,1,2,SP
3073631,591.4,618.7,554.3,619.0,920.0,0,M,1,3,MG
2313951,,,,,,0,M,2,4,PE
3170678,492.0,552.7,525.7,581.7,580.0,0,M,2,2,SP
454182,492.6,519.6,553.1,588.8,740.0,1,M,1,1,RJ
1495137,,,,,,0,F,2,2,SP
604939,684.4,623.0,653.3,741.5,940.0,0,F,1,1,MG
1015035,412.8,,,378.7,,0,M,2,3,PA
1834152,573.5,507.9,497.3,604.1,560.0,0,M,2,3,PE
3402707,533.6,580.2,613.2,630.9,820.0,1,M,1,1,CE
750902,591.1,661.5,628.7,764.9,820.0,0,M,1,1,MG
1512633,,,,,,0,M,2,3,MG
376122,423.4,456.1,339.6,435.6,320.0,0,M,1,3,PB
3107701,453.5,552.2,539.6,569.7,480.0,0,F,1,2,MG
3281083,,,,,,1,F,1,1,PR
1698628,,,,,,0,F,1,1,PE
678803,,,,,,0,F,2,1,SP
2921086,511.9,609.7,586.8,411.0,660.0,1,F,1,2,SP
3240384,,,,,,0,F,2,1,SC
2863749,416.3,516.0,526.0,665.3,620.0,0,M,1,3,PI
1211413,473.8,531.0,498.7,416.2,420.0,1,F,1,3,CE
1484165,592.8,589.4,467.1,744.8,940.0,0,M,2,1,CE
1576004,,511.9,460.0,,760.0,0,F,2,3,SP
182567,544.1,479.9,538.6,630.5,680.0,0,F,2,3,DF
782187,492.9,540.9,568.6,492.6,740.0,0,F,2,2,CE
3254433,491.9,357.2,587.5,640.6,320.0,0,M,1,0,MG
1808104,519.8,571.6,510.6,419.8,440.0,0,F,1,3,PA
235084,,,,,,0,M,1,2,PE
662580,545.6,521.6,580.3,658.4,920.0,0,F,3,1,MS
1154928,,,,,,0,F,1,1,MG
1090665,413.8,564.2,558.5,412.2,660.0,0,F,2,3,SP
2645961,,,,,,1,F,1,2,PA
722778,558.6,671.1,612.0,723.3,840.0,0,M,3,3,CE
144484,,,,,,0,F,1,3,CE
571368,482.7,504.7,423.2,545.4,520.0,0,F,2,4,RJ
160092,525.4,401.1,519.2,430.5,780.0,0,F,2,3,CE
1254498,602.0,579.8,566.2,663.6,540.0,1,F,1,1,SP
324777,492.7,381.4,351.6,454.5,600.0,0,F,1,3,AC
855811,425.2,362.6,365.8,476.3,640.0,0,F,1,3,PE
3020665,,,,,,0,M,2,3,AM
3174519,,,,,,0,F,2,2,MT
2971054,,488.7,432.5,,0.0,0,M,2,1,DF
3219042,586.0,614.3,399.3,642.7,660.0,1,F,1,1,SC
2393108,,,,,,0,F,2,3,PE
2034520,,,,,,0,F,2,3,RJ
193955,515.8,603.5,558.9,592.9,520.0,0,F,1,3,CE
2122823,607.6,579.1,609.6,536.5,720.0,1,M,1,2,SP
1769506,,,,,,0,M,1,3,AM
156048,,,,,,0,M,2,1,PR
3035016,426.0,513.9,500.7,498.1,540.0,0,M,1,3,CE
927309,405.4,499.8,469.5,372.3,500.0,0,F,1,3,MG
2258730,,,,,,0,M,2,2,MG
761460,428.0,491.4,447.4,471.3,580.0,0,M,2,2,BA
3046688,532.2,545.1,542.0,467.4,520.0,0,F,2,3,SP
1239289,458.9,474.5,345.9,362.3,0.0,0,F,1,3,SP
2770215,,,,,,0,F,2,1,SP
789075,,574.3,571.1,,760.0,1,F,1,1,RS
1930633,458.6,499.9,448.0,580.3,520.0,0,F,1,3,AM
2423122,675.5,715.2,652.9,838.6,960.0,0,M,1,1,MG
2145440,544.3,421.5,542.0,524.7,560.0,0,M,1,3,MA
380695,,,,,,0,F,1,3,PE
1424828,518.1,504.8,513.5,698.3,800.0,0,M,1,2,CE
2300228,,,,,,0,M,2,3,MA
1101035,548.5,496.0,532.4,606.4,540.0,0,M,1,1,MG
433688,480.9,512.2,547.5,531.7,580.0,0,F,2,1,BA
1078439,484.3,538.4,443.3,426.3,580.0,0,F,1,2,RJ
2369929,494.9,585.8,582.9,560.1,700.0,0,F,2,3,SP
2443910,486.4,495.3,482.6,373.7,320.0,0,F,1,2,RS
1231071,500.3,539.5,486.7,603.1,760.0,0,M,1,1,DF
3225042,,,,,,0,M,2,3,BA
2779002,406.7,481.5,487.9,476.3,0.0,0,M,2,3,PB
547077,500.5,578.0,529.0,629.3,560.0,1,M,1,1,SP
3099536,,,,,,0,F,2,1,RS
1701451,,,,,,0,M,1,0,SP
3450310,464.5,584.5,565.3,668.4,840.0,1,F,1,1,SC
1132536,685.4,699.9,650.1,823.2,940.0,0,M,3,1,BA
599100,,,,,,0,M,1,1,CE
945978,407.1,482.3,488.7,410.2,560.0,0,F,2,2,PI
579479,442.1,522.0,556.6,679.6,760.0,0,M,3,3,RN
651537,645.3,717.0,716.3,837.8,940.0,0,F,1,1,CE
3461981,,,,,,0,F,1,3,PA
2861228,540.1,580.5,579.9,581.6,860.0,1,F,1,1,RO
420783,,,,,,1,F,1,1,SP
1400439,,,,,,0,F,2,3,CE
1701906,615.7,531.1,539.8,519.8,860.0,1,F,1,3,PR
1115012,511.9,567.8,566.0,583.2,820.0,0,M,2,3,PA
2673694,533.7,545.7,574.1,672.4,740.0,1,M,1,1,CE
1693190,,,,,,0,F,1,4,CE
1435556,444.7,462.4,407.6,438.7,460.0,0,M,2,3,PB
915841,525.6,564.4,520.6,578.8,580.0,0,F,2,3,RS
1879993,636.2,615.4,614.2,707.5,660.0,0,F,1,1,MG
2847939,540.8,530.7,520.8,495.9,720.0,0,F,1,2,PB
2671858,502.2,607.6,522.0,710.1,640.0,1,M,1,1,MA
2168410,,,,,,0,F,1,1,SE
3008875,470.0,578.4,532.1,548.3,660.0,0,F,1,3,AM
2664443,458.9,458.0,311.4,403.7,0.0,0,M,1,3,PA
3231747,440.7,461.7,466.4,448.2,0.0,0,M,1,3,MS
2401531,,,,,,0,M,1,1,RS
7337,493.5,569.0,491.5,468.8,380.0,0,M,2,1,PI
276817,,,,,,0,F,1,1,AL
2474070,535.3,531.4,538.5,640.2,540.0,0,M,3,2,SP
2946003,454.4,415.0,331.8,408.4,620.0,0,F,1,3,PA
1772695,491.0,552.7,509.2,493.6,740.0,1,F,1,1,PR
1773244,532.0,508.2,529.8,457.2,680.0,0,F,2,2,PR
2237251,592.1,634.2,629.6,571.6,920.0,0,F,3,1,PB
2201056,,,,,,0,F,1,1,PA
697556,,,,,,0,F,1,0,GO
3167318,,,,,,0,F,2,1,RN
87873,602.0,640.5,627.6,702.0,700.0,0,F,1,1,PR
1643106,,,,,,1,M,1,2,MA
2274001,422.3,513.7,549.8,395.3,840.0,0,F,3,3,MT
197213,436.7,640.4,645.3,578.7,920.0,0,F,2,2,SP
483012,438.6,596.4,599.3,574.4,860.0,0,F,2,3,PA
3162272,393.6,352.6,322.2,540.3,680.0,1,F,1,3,BA
2036854,,,,,,0,F,2,3,PA
2432963,,,,,,0,F,2,3,SP
1287392,479.9,569.1,594.7,614.9,920.0,0,F,3,1,CE
1045179,482.1,549.4,518.0,492.6,780.0,1,F,1,3,GO
1223359,438.2,500.8,496.4,520.7,580.0,0,F,1,3,GO
475116,,,,,,0,F,1,1,MG
563109,,,,,,0,F,2,3,BA
3445661,,,,,,0,M,1,3,SP
1769785,,,,,,0,F,1,2,PE
2077469,574.3,558.0,568.8,613.3,580.0,1,M,1,3,SC
609851,452.7,495.9,525.5,610.9,680.0,0,F,2,1,SP
1855055,,,,,,0,F,2,1,SP
1086628,466.9,507.0,500.2,454.0,0.0,0,F,2,1,SC
3058998,507.6,555.9,554.1,466.3,700.0,0,M,1,1,PB
1098803,482.7,429.9,479.3,503.3,760.0,0,M,1,3,PI
909793,366.3,534.0,500.8,541.6,820.0,0,M,2,2,PE
2730369,405.4,496.3,526.9,494.7,500.0,0,F,2,4,GO
1296454,469.0,576.7,518.7,570.0,900.0,0,F,2,3,AL
1365029,422.2,505.0,470.4,518.5,460.0,0,M,2,1,SP
434934,507.8,552.4,514.5,518.0,840.0,0,F,2,1,RJ
3391411,,422.2,447.7,,620.0,0,F,2,1,PE
1892208,412.1,411.1,493.1,519.4,740.0,1,F,1,3,MG
663255,447.4,530.3,483.4,566.5,440.0,0,F,2,3,AL
2283934,484.0,562.5,533.4,404.7,540.0,0,M,3,1,SP
1513400,563.4,557.3,578.3,608.1,820.0,0,F,2,1,SP
538586,467.1,529.2,562.7,409.7,500.0,0,F,2,3,SP
807469,418.4,511.7,484.5,533.1,500.0,0,F,1,2,MS
807642,,,,,,0,M,2,1,SC
2334879,,516.2,464.7,,480.0,1,M,1,1,BA
2274237,523.1,596.7,531.4,399.8,580.0,0,M,1,1,SE
2357795,,,,,,0,F,1,3,CE
882682,433.8,443.4,453.8,467.2,640.0,0,F,2,3,TO
2893839,570.4,594.1,596.0,684.2,940.0,0,F,1,3,DF
2675177,,,,,,0,F,2,3,RO
939444,373.9,433.0,485.4,466.6,520.0,0,F,1,2,RS
3212997,405.4,501.8,493.7,421.1,700.0,1,F,1,1,PA
1996199,416.5,328.6,331.8,390.6,440.0,0,F,2,2,AM
1818072,523.1,619.7,617.5,594.7,920.0,0,F,3,1,RJ
2017031,507.9,615.9,568.4,701.3,840.0,0,M,1,3,MG
732110,513.5,504.2,560.3,588.8,480.0,0,M,2,1,GO
2192158,569.7,376.7,499.8,437.2,540.0,0,M,1,1,SC
216629,,,,,,0,F,1,3,PR
2232933,522.4,549.9,607.9,670.4,800.0,0,F,1,1,CE
1591683,,,,,,0,F,1,3,AC
783425,,,,,,0,F,1,3,DF
2195988,,,,,,0,M,1,1,RN
1319214,,,,,,0,F,2,3,MA
708015,618.8,663.5,598.4,817.8,760.0,0,M,1,1,PR
2211572,491.7,473.8,472.0,422.7,580.0,0,M,2,3,SP
1176627,,,,,,0,F,2,3,MA
620123,382.3,497.5,471.5,380.0,0.0,0,F,2,3,PE
176569,698.2,667.8,677.5,749.1,900.0,0,F,1,1,SP
341339,,471.0,284.7,,0.0,0,F,1,3,PA
341384,626.0,672.9,632.7,737.0,900.0,0,M,2,3,SE
2077011,,,,,,1,F,1,1,SP
2451977,,405.1,496.8,,720.0,1,F,1,1,ES
2755431,456.1,556.9,471.7,449.5,640.0,1,M,1,1,PA
1786260,,,,,,0,F,1,1,SP
1982994,,,,,,0,M,2,1,ES
187013,,,,,,0,F,3,1,BA
876207,448.6,508.7,475.6,383.7,520.0,0,M,1,3,SP
1410133,510.8,498.4,522.5,580.7,520.0,0,F,2,3,GO
1728260,,496.1,507.8,,760.0,0,F,2,3,PI
853248,478.2,397.2,338.9,441.0,480.0,0,M,2,1,AP
2307148,467.5,608.8,573.3,543.0,820.0,0,F,1,2,GO
62335,468.7,534.6,528.4,524.3,440.0,1,M,1,3,BA
3394303,,,,,,0,F,1,2,PB
3218004,489.0,449.5,389.2,358.6,0.0,0,F,1,4,MA
1072815,521.1,630.2,589.3,653.6,700.0,0,M,3,3,RJ
2498341,457.1,531.0,562.6,624.5,520.0,0,M,2,3,PE
108660,,,,,,0,M,1,2,BA
1099338,,,,,,0,F,2,3,CE
2175198,,,,,,0,M,1,1,SP
484420,415.9,497.5,521.4,621.4,780.0,1,F,1,1,PE
1682502,490.0,514.7,458.2,412.9,540.0,1,F,1,3,AM
2214721,,,,,,0,M,1,3,MA
1844944,411.1,585.3,498.3,617.6,620.0,1,M,1,3,CE
759504,563.7,561.5,491.2,601.4,680.0,0,M,1,2,MA
2093758,597.4,590.8,494.9,611.6,920.0,0,F,2,1,MG
1553898,480.6,424.5,457.3,378.0,560.0,0,M,2,3,AM
264608,514.3,564.2,499.6,514.2,740.0,0,F,2,5,MA
1839218,564.2,658.5,621.2,738.4,680.0,1,M,1,1,RJ
1326133,395.7,403.1,370.8,525.0,0.0,1,F,1,3,ES
129136,418.2,530.8,496.8,472.6,700.0,0,F,2,3,ES
1818560,413.8,527.3,495.6,417.6,880.0,0,F,1,5,PB
2392051,477.2,371.9,437.8,612.4,860.0,0,M,3,1,PR
587329,,,,,,0,F,2,3,AC
312053,526.7,598.1,612.9,746.6,920.0,0,M,1,3,ES
2519464,569.6,532.3,545.4,456.3,740.0,0,F,3,1,SP
3254462,,430.3,502.3,,480.0,0,F,1,1,SC
3411351,,510.9,491.8,,0.0,1,F,1,1,RJ
1230964,428.5,410.1,389.0,535.3,460.0,0,M,1,3,BA
1646534,,,,,,0,M,1,1,RJ
635581,,,,,,0,M,1,3,RN
2637960,403.8,452.1,434.1,457.8,0.0,0,F,1,3,SP
393737,453.6,459.4,463.3,451.7,440.0,0,M,1,2,MG
1516260,588.8,592.9,568.5,679.9,820.0,0,F,2,1,AM
2750271,,429.7,327.1,,0.0,0,F,2,2,PR
2850128,500.5,481.9,489.1,497.2,540.0,0,M,2,3,MT
2648890,499.7,525.6,495.9,593.2,740.0,1,M,1,1,SP
1086592,442.4,496.5,399.1,516.8,0.0,0,F,2,3,CE
178841,,,,,,0,M,1,3,RJ
1780504,466.6,508.7,498.5,380.5,0.0,0,F,1,2,RJ
2955973,501.3,597.4,586.9,461.1,500.0,0,M,1,1,GO
2274767,416.9,458.4,443.6,472.4,440.0,0,F,1,3,RR
1380085,393.1,496.7,482.2,373.6,300.0,0,M,2,1,SP
244254,403.2,544.6,541.2,382.1,0.0,0,F,2,1,PA
3449680,,,,,,0,F,1,3,AL
871807,475.4,490.1,538.8,533.9,680.0,0,M,2,1,SP
1553303,475.2,475.0,514.3,513.1,640.0,0,M,2,3,MS
771561,469.7,559.1,572.0,442.0,760.0,0,F,1,1,SC
1829905,,,,,,0,F,2,1,AM
2624583,426.3,595.6,577.8,549.6,520.0,1,F,1,1,BA
2165877,,,,,,0,M,1,1,DF
784610,560.9,574.0,520.3,563.3,920.0,0,M,3,1,GO
1888070,545.2,547.4,558.6,518.5,720.0,0,M,3,1,SP
3313207,382.9,307.7,412.4,465.1,0.0,1,F,1,3,CE
1808844,519.7,570.0,618.7,457.0,800.0,0,F,3,1,RS
920681,457.6,420.8,454.9,393.3,480.0,0,F,1,1,RS
1867070,,,,,,0,F,1,0,RJ
1281883,529.9,504.1,529.3,560.6,680.0,0,M,1,1,SP
955408,488.3,398.5,397.1,633.9,0.0,0,M,2,3,CE
2561033,420.8,474.6,424.0,414.9,640.0,0,M,1,3,PA
244581,,,,,,0,F,2,3,MA
598826,538.7,607.1,571.2,670.6,700.0,0,F,1,1,MG
1513485,,,,,,0,F,1,5,RR
1652343,,,,,,0,M,1,3,PA
3383811,,,,,,0,F,1,3,BA
348717,564.8,463.5,541.2,393.6,600.0,0,F,1,2,GO
2933817,,,,,,0,M,3,1,PB
2761074,,,,,,0,F,1,2,SP
202333,410.8,400.1,353.3,458.9,460.0,0,F,1,2,MA
1918396,481.1,543.4,531.1,528.5,380.0,1,M,1,3,CE
1852532,,,,,,1,F,1,1,SP
1176413,443.7,483.2,413.8,380.2,720.0,0,F,1,2,PA
3207537,,617.7,590.7,,760.0,0,M,1,2,GO
2978137,569.5,720.8,607.3,737.4,840.0,0,M,3,1,GO
1030585,495.3,441.1,503.9,428.2,620.0,0,F,2,3,PR
1319911,,,,,,0,F,1,3,PE
2059968,576.1,632.1,606.1,638.1,620.0,0,M,1,3,AM
91087,551.5,652.8,683.0,720.9,860.0,0,F,1,3,SE
93035,392.2,414.0,369.0,490.9,540.0,0,F,2,3,CE
1812856,530.8,593.7,611.2,417.7,660.0,0,F,1,1,SC
1846888,,,,,,0,M,1,2,MA
586834,478.8,534.9,564.8,566.9,840.0,0,M,2,1,RS
2683355,686.6,671.1,594.8,906.3,840.0,1,M,1,4,SP
1104304,402.6,450.6,467.6,531.2,520.0,1,F,1,2,CE
732342,,,,,,0,F,1,2,BA
481641,511.5,486.1,516.6,521.5,520.0,0,F,3,1,RS
836957,451.7,641.5,606.3,748.5,820.0,0,F,3,1,PA
2338294,622.9,688.4,597.2,761.6,960.0,0,M,1,1,CE
1353082,607.5,730.0,675.3,797.9,960.0,0,F,1,1,GO
1163759,532.0,580.8,596.9,524.8,360.0,0,M,2,0,MA
2148390,,,,,,0,F,1,1,SP
957533,,381.3,591.9,,360.0,0,F,1,1,SC
1074651,,433.1,280.7,,480.0,0,F,2,3,PA
94162,700.1,713.8,698.2,798.7,720.0,0,M,1,3,SP
3405769,,,,,,0,M,1,1,PR
3055128,,,,,,0,F,2,3,PR
1315977,,,,,,0,M,1,3,RJ
1034498,654.1,669.8,609.8,561.0,940.0,0,M,1,3,MG
319605,,,,,,0,F,1,3,PA
1522513,720.2,654.8,626.5,872.5,940.0,0,M,1,0,PB
2036536,622.0,644.6,630.6,713.0,840.0,0,F,1,1,PR
2214854,,516.7,422.7,,540.0,0,M,2,3,RN
876554,376.3,536.0,446.7,450.7,520.0,1,F,1,3,SE
2548909,529.7,579.2,558.2,680.1,920.0,1,F,1,1,SP
2757287,410.3,453.6,539.4,508.2,360.0,0,M,1,3,MG
2902448,413.0,453.1,408.5,572.1,600.0,1,M,1,1,CE
698660,,,,,,0,M,1,1,CE
2404587,,,,,,0,F,2,3,AM
2633378,499.9,503.7,504.8,524.8,760.0,0,M,2,1,RO
1551556,,,,,,0,F,1,3,RJ
1670912,421.4,487.7,454.0,430.8,540.0,0,F,1,3,MG
823208,485.4,351.7,467.9,354.9,520.0,0,F,1,3,PA
1125222,633.6,669.4,594.3,777.1,960.0,0,F,1,4,MG
3026613,466.8,457.0,434.7,458.4,560.0,0,F,1,1,MT
3335342,469.2,563.2,507.4,473.3,600.0,0,F,2,1,RS
3331631,518.1,602.1,633.1,671.2,860.0,1,F,1,1,SP
2560510,,,,,,1,F,1,3,PR
3393732,642.0,683.8,639.1,704.2,860.0,0,F,1,1,SP
1008652,505.5,434.8,478.4,447.7,600.0,1,F,1,1,ES
2965088,575.6,598.4,470.0,617.8,760.0,1,M,1,1,ES
748663,405.4,467.7,461.0,493.7,660.0,0,F,1,2,PA
2931063,571.9,605.5,596.6,524.8,800.0,0,F,3,3,GO
560557,733.6,713.3,640.3,876.0,920.0,0,M,1,1,SP
30726,418.7,449.7,403.3,436.1,0.0,0,F,2,1,PA
2865320,481.1,494.2,429.1,413.6,540.0,0,M,2,2,PA
1647622,411.7,410.9,406.0,546.4,540.0,0,F,2,2,AL
1677795,,418.0,455.5,,0.0,0,F,2,1,PI
1487183,434.7,384.2,435.0,392.5,600.0,0,F,2,3,BA
453493,479.4,619.5,629.0,665.3,880.0,0,F,2,1,RS
666772,398.5,491.0,432.0,356.7,580.0,0,F,2,3,MA
2556312,526.6,571.6,543.8,447.7,920.0,0,M,3,3,PE
913775,516.7,649.8,574.8,660.9,900.0,0,F,1,1,CE
